Subject_ID,Loc_Plot_State1,Loc_Plot_City1,Loc_Plot_State2,Loc_Plot_City2,Date_Exposure,Plot_Target1,Plot_Target2,Plot_Target3,Attack_Preparation,Op_Security,Changing_Target,Anticp_Fatals_Targ,Internet_Use_Plot,Extent_Plot,Violent,Criminal_Severity,Criminal_Charges,Indict_Arrest,Current_Status,Group_Membership,Terrorist_Group_Name1,Terrorist_Group_Name2,Terrorist_Group_Name3,Actively_Recruited,Recruiter1,Recruiter2,Recruiter3,Actively_Connect,Group_Competition,Role_Group,Length_Group,Clique,Clique_Radicalize,Clique_Connect,Internet_Radicalization,Media_Radicalization,Social_Media,Social_Media_Frequency,Social_Media_Platform1,Social_Media_Platform2,Social_Media_Platform3,Social_Media_Platform4,Social_Media_Platform5,Social_Media_Activities1,Social_Media_Activities2,Social_Media_Activities3,Social_Media_Activities4,Social_Media_Activities5,Social_Media_Activities6,Social_Media_Activities7,Radicalization_Islamist,Radicalization_Far_Right,Radicalization_Far_Left,Radicalization_Single_Issue,Ideological_Sub_Category1,Ideological_Sub_Category2,Ideological_Sub_Category3,Loc_Habitation_State1,Loc_Habitation_City1,Loc_Habitation_State2,Loc_Habitation_City2,Itinerant,External_Rad,Rad_duration,Radical_Behaviors,Radical_Beliefs,US_Govt_Leader,Foreign_Govt_Leader,Event_Influence1,Event_Influence2,Event_Influence3,Event_Influence4,Beliefs_Trajectory,Behaviors_Trajectory,Radicalization_Sequence,Radicalization_Place,Prison_Radicalize,Broad_Ethnicity,Age,Marital_Status,Children,Age_Child,Gender,Religious_Background,Convert,Convert_Date,Reawakening,Reawakening_Date,Citizenship,Residency_Status,Nativity,Time_US_Months,Immigrant_Generation,Immigrant_Source,Language_English,Diaspora_Ties,Education,Student,Education_Change,Employment_Status,Change_Performance,Work_History,Military,Foreign_Military,Social_Stratum_Childhood,Social_Stratum_Adulthood,Aspirations,Abuse_Child,Abuse_Adult,Abuse_type1,Abuse_Type2,Abuse_Type3,Psychological,Alcohol_Drug,Absent_Parent,Overseas_Family,Close_Family,Family_Religiosity,Family_Ideology,Family_Ideological_Level,Prison_Family_Friend,Crime_Family_Friend,Radical_Friend,Radical_Family,Radical_Signif_Other,Relationship_Troubles,Platonic_Troubles,Unstructured_Time,Friendship_Source1,Friendship_Source2,Friendship_Source3,Kicked_Out,Previous_Criminal_Activity,Previous_Criminal_Activity_Type1,Previous_Criminal_Activity_Type2,Previous_Criminal_Activity_Type3,Previous_Criminal_Activity_Age,Gang,Gang_Age_Joined,Trauma,Other_Ideologies,Angry_US,Group_Grievance,Standing,Lat,Lon
3525,Wisconsin,Oak Creek,,,8/6/2012,15,,,1,2,-99,1,1,5,1,10,-88,-88,7,3,Hammerskin Nation,,,-99,-99,,,1,-99,2,10,0,-88,-88,1,1,1,-99,13,,,,,1,4,,,,,,0,1,0,0,2,,,Colorado,-99,,,1,0,3,10,5,0,0,8,,,,1,2,1,0,-88,3,40,1,0,-88,2,-99,-99,-99,-99,-99,United States of America,1,United States of America,480,0,-88,-88,-88,3,0,-88,3,-88,3,2,0,2,2,2,0,0,-88,,,0,1,1,0,1,-99,-99,-99,-99,-99,-99,-99,1,0,-99,1,5,,,1,1,13,20,,4,0,-88,2,0,-99,3,-99,42.8803,-87.9009
3538,Georgia,Fort Stewart,,,12/11/2011,14,9,2,2,2,1,1,-99,5,1,10,2,4,4,3,Forever Enduring Always Ready (FEAR),,,1,4,,,0,1,2,-99,1,1,1,-99,-99,-99,-99,-99,,,,,-99,,,,,,,0,1,0,0,1,,,Georgia,-99,,,0,0,-99,10,5,0,0,-99,,,,1,1,3,0,-88,3,25,1,0,-88,2,-99,-99,-99,-99,-99,United States of America,1,United States of America,300,0,-88,-88,-88,-99,0,-88,1,1,4,4,0,-99,2,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,3,-99,-99,-99,-99,0,2,6,,-99,0,-88,,,-88,0,-88,-99,0,1,1,-99,31.8818,-81.6105
3546,Arkansas,Little Rock,,,5/22/2010,3,,,-99,-99,-99,-99,0,5,1,10,-88,-88,8,0,Sovereign Citizens,,,0,-88,,,-99,-88,-88,-88,-99,-99,-99,-99,-99,0,-88,-88,,,,,-88,,,,,,,0,1,0,0,4,,,Ohio,-99,,,1,0,3,10,4,1,0,0,,,,2,1,1,0,-88,3,45,2,2,16,2,-99,-99,-99,-99,-99,United States of America,1,United States of America,540,0,-88,-88,-88,3,0,-88,2,-88,4,2,0,-99,1,2,0,0,-88,,,1,0,0,0,2,-99,0,0,-99,-99,-99,0,0,0,-99,1,-99,,,-99,3,4,,,4,0,-88,-99,0,1,-99,-99,34.7255,-92.358
3591,Montana,Billings,,,7/27/2009,14,,,1,1,-99,-99,-99,5,1,10,2,4,5,2,-88,,,0,-88,,,1,1,2,-99,1,0,1,2,-99,-99,-99,-99,,,,,-99,,,,,,,0,1,0,0,2,,,Montana,Billings,,,-99,0,2,10,5,0,0,-99,,,,1,1,1,-99,-88,3,17,1,0,-88,2,-99,-99,-99,-99,-99,United States of America,1,United States of America,204,0,-88,-88,-88,2,1,-99,5,-99,-88,0,0,-99,-88,-99,0,-88,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,,,-99,-99,-99,,,-99,0,-88,-99,0,0,2,-99,36.5313,-97.4342
3592,Texas,Austin,,,2/18/2010,2,,,2,2,0,1,-99,5,1,10,-88,-88,7,0,-88,,,0,-88,,,0,-88,-88,-88,0,-88,-88,0,0,0,-88,-88,,,,,-88,,,,,,,0,1,0,0,4,,,Texas,Austin,,,1,0,3,10,5,1,0,8,,,,1,1,1,0,-88,3,53,3,2,-99,2,-99,-99,-99,-99,-99,United States of America,1,United States of America,636,0,-88,-88,-88,5,0,-88,2,-99,4,0,0,1,2,3,0,0,-88,,,0,0,3,0,1,-99,0,0,0,0,0,0,0,1,0,-99,-99,,,-99,2,10,,,2,0,-88,2,0,1,0,0,30.3006,-97.7517
3597,Arkansas,Gassville,,,11/18/2008,2,14,,-99,-99,-99,0,-99,5,1,10,2,4,4,0,-88,,,0,-88,,,-99,-88,-88,-88,0,-88,-88,-99,-99,-99,-99,-99,,,,,-99,,,,,,,0,1,0,0,4,,,Florida,Ormond Beach,,,-99,0,-99,9,3,-99,-99,-99,,,,-99,-99,-99,-99,-99,-99,70,-99,-99,-99,2,-99,-99,-99,-99,-99,United States of America,1,United States of America,84,0,-88,-99,-99,-99,-99,-99,6,-88,-99,-99,0,-99,-99,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,-99,3,3,,,5,0,-88,-99,0,-99,-99,-99,36.285,-92.4868
3604,Indiana,Indianapolis,,,3/26/2007,14,,,0,0,0,0,0,5,1,10,2,4,4,3,Vinlanders Social Club,,,0,-88,,,0,1,3,48,1,0,0,-99,1,0,-88,-88,,,,,-88,,,,,,,0,1,0,0,2,,,Indiana,-99,Missouri,-99,1,0,3,10,5,-99,-99,-99,,,,1,1,1,-99,-88,3,33,1,-99,-99,2,-99,-99,-99,-99,-99,United States of America,1,United States of America,396,0,-88,-88,-88,-99,0,-88,-99,-99,3,-99,0,-99,1,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,3,-99,-99,0,0,-99,5,,,-99,3,1,4,20,3,0,-88,-99,0,-99,-99,-99,39.7771,-86.1458
3617,Arizona,Phoenix,,,1/11/2012,14,,,2,1,-99,1,-99,5,1,9,2,1,5,2,White Aryan Resistance,,,-99,-99,,,-99,0,-99,-99,1,1,1,-99,-99,0,-88,-88,,,,,-88,,,,,,,0,1,0,0,2,,,Illinois,Junction,Arizona,-99,-99,-99,-99,10,-99,-99,-99,-99,,,,-99,-99,1,-99,-99,3,61,-99,-99,-99,2,-99,-99,-99,-99,-99,United States of America,1,United States of America,732,0,-88,-88,-88,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,-88,,,0,0,-99,-99,2,-99,2,3,-99,-99,-99,-99,-99,-99,-99,-99,3,,,-99,-99,-99,,,-99,0,-88,-99,0,-99,2,-99,43.2316,-76.2961
3634,Pennsylvania,Pittsburg,,,4/4/2009,3,,,0,2,0,1,0,5,1,10,2,4,4,0,-88,,,0,-88,,,0,-88,-88,-88,0,-88,-88,1,0,1,-99,3,13,,,,1,2,3,,,,,0,1,0,0,1,2,,Pennsylvania,-99,,,1,0,-99,10,1,1,0,-99,,,,1,2,1,0,-88,3,22,1,0,-88,2,-99,0,-88,0,-88,United States of America,1,United States of America,264,0,-88,-88,-88,2,0,-88,1,-88,3,0,0,1,2,2,2,0,3,2,,0,0,2,0,2,1,-99,-99,-99,-99,-99,-99,-99,1,1,1,-99,,,1,0,-88,,,-88,0,-88,2,0,1,0,-99,32.9997,-94.9668
3644,Indiana,Indianapolis,,,3/26/2007,-99,,,-99,1,-99,0,-99,5,1,10,1,4,4,3,Vinlanders Social Club,,,-99,-99,,,2,1,1,18,-99,-99,-99,-99,-99,-99,-99,-99,,,,,-99,,,,,,,0,1,0,0,2,,,Alaska,-99,California,Los Angeles,1,-99,2,10,4,-99,-99,-99,,,,-99,-99,1,3,-99,3,26,2,-99,-99,2,-99,-99,-99,-99,-99,United States of America,1,United States of America,-99,0,-88,-88,-88,-99,-99,-99,-99,-99,-99,1,0,-99,-99,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,-99,5,,,-99,-99,-99,,,-99,0,-88,-99,0,-99,3,-99,39.7771,-86.1458
3645,California,Claremont,,,12/8/2006,14,,,0,-99,0,1,0,5,1,10,2,4,4,2,-88,,,-99,-99,,,-99,-99,2,-99,0,-88,-88,-99,-99,-99,-99,-99,,,,,-99,,,,,,,0,1,0,0,2,,,California,Joshua,,,-99,0,-99,10,5,-99,-99,-99,,,,-99,-99,-99,-99,-99,3,28,-99,-99,-99,2,-99,-99,-99,-99,-99,United States of America,1,United States of America,336,0,-88,-88,-88,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,-99,2,20,,,3,0,-88,-99,0,-99,-99,-99,43.379,-72.3368
3651,Missouri,Pineville,,,6/25/2009,3,,,2,1,-99,1,-99,5,1,10,2,4,4,2,-88,,,-99,-99,,,-99,-99,3,-99,-99,-99,-99,-99,-99,0,-88,-88,,,,,-88,,,,,,,0,1,0,0,4,5,,Missouri,Pineville,,,0,0,3,10,5,-99,-99,-99,,,,-99,1,1,0,-99,3,56,1,0,-88,2,15,-99,-99,-99,-99,United States of America,1,United States of America,672,0,-88,-88,-88,3,0,-88,4,-88,1,2,0,-99,-99,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,-99,,,-99,2,10,18,,3,0,-88,-99,0,1,1,-99,37.5845,-81.5354
3652,New Jersey,Mays Landing,,,12/19/2005,14,,,-99,-99,-99,1,-99,5,1,10,2,4,4,2,-88,,,-99,-99,,,-99,-99,2,-99,-99,-99,-99,1,-99,1,-99,13,,,,,1,2,3,,,,,0,1,0,0,2,,,New Jersey,Atlantic City,Florida,-99,1,-99,-99,10,1,-99,-99,-99,,,,-99,-99,-99,-99,-99,3,40,-99,-99,-99,2,-99,-99,-99,-99,-99,-99,-99,-99,480,0,-88,-88,-88,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,-99,3,4,9,,4,0,-88,-99,0,-99,2,-99,39.4524,-74.7241
3660,California,Westwood,,,12/1/2006,14,,,-99,-99,-99,1,-99,5,1,10,2,4,-99,2,-88,,,-99,-99,,,-99,-99,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,,,-99,,,,,,,0,1,0,0,2,,,California,Big Bear,,,-99,-99,-99,10,3,-99,-99,-99,,,,-99,-99,1,-99,-99,3,23,-99,-99,-99,2,-99,-99,-99,-99,-99,United States of America,1,United States of America,276,0,-88,-88,-88,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,3,-99,-99,-99,-99,-99,-99,,,-99,-99,-99,,,-99,0,-88,-99,0,-99,-99,-99,40.9878,-74.0308
3669,Oregon,Eugene,,,1/10/2009,14,,,0,0,0,0,0,5,1,10,2,4,4,2,-88,,,-99,-99,,,-99,-99,1,-99,1,1,-99,0,-99,0,-88,-88,,,,,-88,,,,,,,0,1,0,0,2,,,Oregon,Eugene,,,-99,0,-99,10,1,-99,-99,-99,,,,-99,-99,-99,-99,1,3,35,-99,-99,-99,2,-99,-99,-99,-99,-99,United States of America,1,United States of America,420,0,-88,-88,-88,-99,0,-88,-99,-99,-99,-99,0,-99,-99,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,3,-99,3,-99,-99,-99,6,,,-99,2,-99,,,-99,0,-88,-99,0,-99,1,-99,44.0563,-123.1173
3686,South Carolina,Abbeville,,,12/8/2003,3,,,1,1,0,1,0,5,1,10,2,4,6,2,-88,,,0,-88,,,0,0,3,-99,1,1,0,0,0,-88,-88,-88,,,,,-88,,,,,,,0,1,0,0,4,,,New Hampshire,Warren,,,1,0,3,10,5,1,0,8,,,,1,1,1,3,2,3,73,2,1,44,2,11,0,-88,0,-88,United States of America,1,United States of America,876,0,-88,-88,-88,-99,-99,-99,3,-99,-99,0,0,2,2,-99,0,0,-88,,,2,0,-99,-99,2,-99,2,3,0,0,0,2,2,0,0,0,-99,,,-99,1,20,,,5,0,-88,0,0,1,0,0,29.975,-92.1266
3689,Washington,Tacoma,,,7/26/1993,14,,,2,2,0,-99,-88,5,1,7,2,4,4,2,-88,,,-99,-99,,,-99,-99,3,-99,1,0,0,-88,-99,-88,-88,-88,,,,,-88,,,,,,,0,1,0,0,2,,,Washington,-99,,,0,0,-99,10,4,-99,0,-99,,,,-99,-99,1,1,-99,3,19,-99,0,-88,2,15,-99,-99,-99,-99,United States of America,1,United States of America,228,0,-88,-88,-88,-99,-99,-99,-99,-99,-99,0,0,-99,-99,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,3,-99,-99,-99,-99,-99,6,,,-99,-99,-99,,,-99,0,-88,-99,0,-99,3,-99,47.2431,-122.4531
3795,Arizona,Tucson,,,8/18/1976,14,,,0,1,0,0,-88,5,1,10,2,4,6,1,-88,,,0,-88,,,-99,-99,2,-99,1,-99,0,-88,-99,-88,-88,-88,,,,,-88,,,,,,,0,0,0,1,18,,,Arizona,-99,,,-99,-99,1,10,0,-99,-99,-99,,,,-99,2,-99,0,-88,3,67,-99,2,21,2,-99,-99,-99,-99,-99,United States of America,1,United States of America,804,0,-88,-88,-99,-99,0,-88,-99,-99,-99,-99,0,-99,2,-99,0,0,-88,,,0,0,-99,-99,-99,-99,5,3,-99,-99,-99,3,-99,-99,-99,-99,-99,,,-99,-99,-99,,,-99,0,-88,-99,0,-99,-99,-99,32.1545,-110.8782
3834,Ohio,Cincinnati,,,10/25/1994,1,14,,2,2,0,-99,-88,5,1,10,2,4,7,3,Aryan Republican Army,,,-99,-99,,,-99,-99,3,24,1,0,1,-88,-99,-88,-88,-88,,,,,-88,,,,,,,0,1,0,0,2,5,,Kansas,Pittsburg,,,1,0,3,10,2,1,-99,-99,,,,1,1,1,0,-88,3,37,1,0,-88,2,15,-99,-99,-99,-99,United States of America,1,United States of America,444,0,-88,-88,-88,-99,-99,-99,-99,-88,-99,1,0,-99,-99,-99,0,0,-88,,,0,0,-99,-99,2,-99,-99,-99,1,2,2,-99,-99,-99,0,-99,6,,,1,-99,-99,,,-99,0,-88,-99,0,1,-99,-99,40.6309,-92.9222
3848,Kansas,Overland Park,,,4/13/2014,15,,,1,1,0,1,-99,5,1,10,2,1,3,3,Ku Klux Klan,,,0,-88,,,1,0,3,96,1,0,0,0,2,0,-88,-88,,,,,-88,,,,,,,0,1,0,0,2,,,North Carolina,Angier,,,1,0,3,10,5,0,0,-99,,,,2,1,1,0,0,3,74,2,5,-99,2,-99,-99,-99,-99,-99,United States of America,1,United States of America,888,0,-88,-88,-88,6,0,-88,-99,-99,3,6,0,-99,-99,-99,0,0,-88,,,0,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,3,-99,1,-99,0,6,,,-99,0,-88,,,-88,0,-88,-99,0,-99,2,-99,38.887,-94.687
3890,Arizona,Phoenix,,,10/24/2002,14,,,1,0,0,1,0,5,1,10,2,1,4,3,National Alliance,,,-99,-99,,,-99,1,3,-99,-99,-99,-99,-99,-99,-88,-88,-88,,,,,-88,,,,,,,0,1,0,0,2,,,-99,-99,,,-99,0,-99,10,5,-99,-99,-99,,,,-99,-99,-99,-99,-99,3,24,1,-99,-99,2,-99,-99,-99,-99,-99,United States of America,1,United States of America,288,0,-88,-88,-88,-99,-99,-99,-99,-99,-99,0,0,-99,-99,-99,0,0,-88,,,0,0,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,-99,5,,,-99,3,4,7,,-99,0,-88,-99,0,-99,-99,-99,43.2316,-76.2961
3898,North Carolina,Greensboro,,,11/3/1979,14,,,1,1,0,1,-88,5,1,10,2,4,6,3,Ku Klux Klan,,,0,-88,,,1,-99,3,192,-99,-99,-99,-88,-99,-88,-88,-88,,,,,-88,,,,,,,0,1,0,0,2,,,North Carolina,-99,,,0,0,3,10,5,0,0,-99,,,,1,-99,1,-99,-88,3,34,2,4,-99,2,15,-99,-99,-99,-99,United States of America,1,United States of America,408,0,-88,-88,-88,-99,-99,-99,2,-99,4,0,0,-99,2,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,2,-99,-99,-99,-99,0,6,,,0,0,-88,,,-88,0,-88,-99,0,-99,2,-99,30.5705,-84.7324
3899,Idaho,Athol,Missouri,Branson,5/27/1984,14,,,1,2,0,1,-88,5,1,10,2,4,4,3,The Order (Silent Brotherhood),,,1,-99,,,0,1,2,-99,-99,-99,-99,-88,-99,-88,-88,-88,,,,,-88,,,,,,,0,1,0,0,2,,,Idaho,-99,,,-99,0,2,10,5,0,0,0,,,,1,-99,1,1,-88,3,22,1,0,-88,2,15,-99,-99,-99,-99,United States of America,1,United States of America,264,0,-88,-88,-88,1,1,-99,-99,-99,-99,-99,0,3,3,-99,0,0,-88,,,0,0,0,0,-99,2,0,0,-99,-99,-99,-99,-99,-99,-99,-99,5,,,-99,-99,-99,,,-99,0,-88,-99,0,0,2,-99,47.9451,-116.7062
3911,Florida,Orlando,,,4/23/1997,1,,,2,1,0,-99,0,5,1,10,2,4,4,3,National Alliance,,,-99,-99,,,-99,-99,2,-99,1,0,-99,0,0,-88,-88,-88,,,,,-88,,,,,,,0,1,0,0,2,4,,-99,-99,,,-99,0,-99,10,5,0,0,0,,,,-99,-99,-99,0,-99,3,37,-99,-99,-99,2,-99,-99,-99,-99,-99,United States of America,1,United States of America,-99,0,-88,-88,-88,-99,-99,-99,-99,-99,-99,0,0,-99,-99,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,-99,-99,-99,,,-99,0,-88,-99,0,1,2,-99,28.4772,-81.3369
3924,Colorado,Denver,,,11/18/1997,14,,,0,-99,0,1,0,5,1,10,2,4,4,3,Aryan Nations,,,-99,-99,,,-99,-99,3,-99,1,-99,-99,-99,-99,-88,-88,-88,,,,,-88,,,,,,,0,1,0,0,2,,,Colorado,-99,,,-99,-99,-99,10,5,-99,-99,-99,,,,-99,-99,-99,-99,-99,3,21,-99,-99,-99,2,-99,-99,-99,-99,-99,United States of America,1,United States of America,252,0,-88,-88,-88,-99,-99,-99,1,-99,4,-99,0,-99,1,-99,0,0,-88,,,0,1,-99,-99,-99,-99,-99,-99,-99,-99,3,-99,-99,-99,-99,-99,-99,,,-99,-99,-99,,,-99,0,-88,-99,0,-99,-99,-99,35.5344,-81.034
3949,Ohio,Dayton,,,2/28/1979,1,3,,1,1,1,1,-88,5,1,10,2,4,6,3,Aryan Nations,,,-99,-99,,,-99,1,3,132,1,0,0,-88,-99,-88,-88,-88,,,,,-88,,,,,,,0,1,0,0,2,,,Ohio,-99,,,1,0,3,10,5,0,0,-99,,,,-99,1,1,-99,2,3,27,1,0,-88,2,15,-99,-99,-99,-99,United States of America,1,United States of America,324,0,-88,-88,-88,-99,0,-88,4,-88,1,1,0,-99,1,-99,0,0,-88,,,2,1,0,0,1,-99,0,0,1,3,3,0,-99,-99,-99,1,6,,,1,3,4,3,,2,0,-88,-99,0,1,2,-99,46.3168,-117.9769
3962,Arizona,Phoenix,,,10/16/2002,-99,,,1,0,-99,1,-99,5,1,10,2,3,4,2,National Alliance,,,-99,-99,,,-99,-99,-99,-99,-99,-99,-99,-99,-99,-88,-88,-88,,,,,-88,,,,,,,0,1,0,0,2,,,Arizona,-99,,,0,-99,-99,10,5,-99,-99,0,,,,1,2,1,3,-88,3,29,-99,-99,-99,2,-99,-99,-99,-99,-99,United States of America,1,United States of America,348,0,-88,-88,-88,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,5,,,-99,-99,-99,,,-99,0,-88,-99,0,-99,-99,-99,43.2316,-76.2961
3999,New Mexico,Santa Fe,,,2/14/2003,14,,,-99,-99,0,0,-99,5,0,9,2,4,-99,2,-88,,,-99,-99,,,-99,-99,1,-99,-99,-99,-99,-99,-99,-88,-88,-88,,,,,-88,,,,,,,0,0,0,1,18,,,New Mexico,-99,,,-99,0,-99,9,5,-99,-99,-99,,,,-99,-99,1,-99,-88,-99,34,-99,-99,-99,2,-99,-99,-99,-99,-99,United States of America,1,United States of America,408,0,-88,-88,-88,-99,0,-88,-99,-99,-99,0,0,-99,-99,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,3,-99,-99,-99,-99,0,-99,,,-99,0,-88,,,-88,0,-88,-99,1,-99,1,-99,35.6619,-105.9819
4008,Washington,Spokane,Arkansas,Tilly,12/12/1999,14,,,2,-99,0,1,-99,5,1,10,2,4,4,2,-88,,,1,2,,,0,0,3,66,1,-99,-99,-99,0,-88,-88,-88,,,,,-88,,,,,,,0,1,0,0,2,,,North Carolina,-99,,,1,0,2,10,5,1,0,6,,,,2,1,1,0,-88,3,26,2,1,-99,2,15,0,-88,0,-88,United States of America,1,United States of America,312,0,-88,-88,-88,3,0,-88,4,-88,1,0,0,1,-99,2,2,0,3,,,0,0,0,0,2,-99,2,2,-99,2,-99,3,-99,0,-99,-99,5,,,0,0,-88,,,-88,0,-88,0,0,1,0,0,47.6671,-117.433
4031,North Carolina,Fayetteville,,,12/7/1995,14,,,1,-99,-99,1,0,5,1,10,2,4,-99,2,-88,,,0,-88,,,0,0,1,-99,1,0,0,1,0,-88,-88,-88,,,,,-88,,,,,,,0,1,0,0,2,,,North Carolina,-99,,,-99,0,-99,10,4,0,0,0,,,,-99,-99,-99,-99,-88,3,22,1,0,-88,2,-99,-99,-99,-99,-99,United States of America,1,United States of America,264,0,-88,-88,-88,-99,0,-88,1,0,4,4,0,-99,2,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,2,,,-99,0,-88,,,-88,0,-88,-99,0,-99,-99,-99,38.0622,-81.1084
4033,California,Los Angeles,,,8/10/1999,2,15,,-99,-99,-99,-99,-99,5,1,10,2,2,-99,3,Aryan Nations,,,-99,-99,,,-99,-99,-99,-99,-99,-99,-99,-99,-99,-88,-88,-88,,,,,-88,,,,,,,0,1,0,0,2,,,-99,-99,,,-99,-99,-99,10,1,-99,-99,-99,,,,-99,-99,-99,-99,-99,3,38,-99,-99,-99,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,-99,-99,-99,,,-99,0,-88,-99,0,1,2,-99,26.4947,-97.7863
4037,Texas,Fort Worth,,,3/3/1998,14,,,-99,-99,-99,1,-99,5,1,10,2,4,8,3,Aryan Brotherhood,,,-99,-99,,,-99,-99,1,36,1,-99,-99,-99,-99,-88,-88,-88,,,,,-88,,,,,,,0,1,0,0,2,,,Texas,-99,,,0,-99,2,10,1,-99,-99,-99,,,,-99,1,1,-99,2,3,23,-99,1,5,2,11,-99,-99,-99,-99,United States of America,1,United States of America,276,0,-88,-88,-88,2,-99,-99,4,-88,3,-99,0,-99,1,-99,0,0,-88,,,2,0,-99,-99,-99,-99,-99,-99,-99,-99,3,-99,-99,-99,-99,-99,-99,,,-99,3,2,5,7,1,0,-88,-99,0,1,1,1,32.7812,-97.3472
4042,Ohio,Springdale,,,10/25/1994,1,14,,2,2,0,-99,-88,5,1,10,2,4,1,3,Aryan Republican Army,,,0,-88,,,-99,-99,3,-99,-99,-99,-99,-88,-99,-88,-88,-88,,,,,-88,,,,,,,0,1,0,0,2,,,Ohio,-99,,,0,0,-99,10,5,-99,-99,-99,,,,-99,-99,2,-99,-99,3,38,-99,-99,-99,2,15,-99,-99,-99,-99,United States of America,1,United States of America,456,0,-88,-88,-88,-99,0,-88,-99,-99,-99,-99,-99,-99,-99,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,1,2,3,-99,-99,-99,-99,0,-99,,,-99,-99,-99,,,-99,0,-88,-99,0,-99,-99,-99,48.0572,-117.7466
4046,Texas,Fort Worth,,,2/14/1998,14,,,2,0,-99,2,0,5,1,10,2,4,8,2,-88,,,-99,-99,,,0,0,2,-99,0,-88,-88,0,0,-88,-88,-88,,,,,-88,,,,,,,0,1,0,0,2,,,-99,-99,,,-99,0,-99,10,5,0,0,0,,,,-99,-99,-99,0,-99,3,18,1,0,-88,2,-99,-99,-99,-99,-99,United States of America,1,United States of America,216,0,-88,-88,-88,-99,-99,-99,1,-99,-99,0,0,-99,-99,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,,,-99,-99,-99,,,-99,0,-88,-99,0,-99,2,-99,32.7812,-97.3472
4060,Louisiana,Shreveport,,,5/7/1991,14,8,2,1,-99,-99,-99,-88,5,1,8,2,4,4,3,Ku Klux Klan,,,0,-88,,,-99,1,3,-99,1,1,-99,-88,-99,-88,-88,-88,,,,,-88,,,,,,,0,1,0,0,2,,,Louisiana,-99,,,-99,-99,-99,9,5,-99,-99,-99,,,,-99,-99,-99,-99,-99,3,-99,-99,-99,-99,2,-99,-99,-99,-99,-99,United States of America,1,United States of America,-99,0,-88,-88,-88,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,3,-99,-99,-99,-99,-99,5,,,-99,3,4,18,,3,0,-88,-99,0,-99,3,-99,32.4659,-93.7959
